% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2
14.223	1	1	1423	4	1	14	1527	14	1527
14.224	1	1	1423	5	1	14	1527	14	1527
14.231	1	1	1424	2	1	0	0	14	1527
14.236	1	1	1424	7	1	14	1527	14	1527
14.237	1	1	1424	8	1	14	1527	14	1527
14.238	1	1	1424	9	1	14	1527	14	1527
14.239	1	1	1424	10	1	14	1527	14	1527
14.246	1	1	1425	7	1	0	0	14	1527
14.251	1	1	1426	2	1	14	1527	14	1527
14.252	1	1	1426	3	1	14	1527	14	1527
14.253	1	1	1426	4	1	14	1527	14	1527
14.254	1	1	1426	5	1	14	1527	14	1527
14.261	1	1	1427	2	1	0	0	14	1527
14.266	1	1	1427	7	1	14	1527	14	1527
14.267	1	1	1427	8	1	14	1527	14	1527
14.268	1	1	1427	9	1	14	1527	14	1527
14.269	1	1	1427	10	1	14	1527	14	1527
14.276	1	1	1428	7	1	0	0	14	1527
14.281	1	1	1429	2	1	14	1527	14	1527
14.282	1	1	1429	3	1	14	1527	14	1527
14.283	1	1	1429	4	1	14	1527	14	1527
14.284	1	1	1429	5	1	14	1527	14	1527
14.291	1	1	1430	2	1	0	0	14	1527
14.296	1	1	1430	7	1	14	1527	14	1527
14.297	1	1	1430	8	1	14	1527	14	1527
14.311	1	1	1432	2	1	14	1527	14	1527
14.312	1	1	1432	3	1	14	1527	14	1527
14.326	1	1	1433	7	1	14	1527	14	1527
14.327	1	1	1433	8	1	14	1527	14	1527
14.341	1	1	1435	2	1	14	1527	14	1527
14.342	1	1	1435	3	1	14	1527	14	1527
14.356	1	1	1436	7	1	14	1527	14	1527
14.357	1	1	1436	8	1	14	1527	14	1527
14.371	1	1	1438	2	1	14	1527	14	1527
14.372	1	1	1438	3	1	14	1527	14	1527
14.386	1	1	1439	7	1	14	1527	14	1527
14.387	1	1	1439	8	1	14	1527	14	1527
14.388	1	1	1439	9	1	14	1527	14	1527
14.395	1	1	1440	6	1	0	0	14	1527
14.401	1	1	1441	2	1	14	1527	14	1527
14.402	1	1	1441	3	1	14	1527	14	1527
14.416	1	1	1442	7	1	14	1527	14	1527
14.417	1	1	1442	8	1	14	1527	14	1527
14.418	1	1	1442	9	1	14	1527	14	1527
14.425	1	1	1443	6	1	0	0	14	1527
14.431	1	1	1444	2	1	14	1527	14	1527
14.432	1	1	1444	3	1	14	1527	14	1527
14.433	1	1	1444	4	1	14	1527	14	1527
14.44	1	1	1445	1	1	0	0	14	1527
14.446	1	1	1445	7	1	14	1527	14	1527
14.447	1	1	1445	8	1	14	1527	14	1527
14.448	1	1	1445	9	1	14	1527	14	1527
14.461	1	1	1447	2	1	14	1527	14	1527
14.462	1	1	1447	3	1	14	1527	14	1527
14.463	1	1	1447	4	1	14	1527	14	1527
14.47	1	1	1448	1	1	0	0	14	1527
14.476	1	1	1448	7	1	14	1527	14	1527
14.477	1	1	1448	8	1	14	1527	14	1527
14.478	1	1	1448	9	1	14	1527	14	1527
14.491	1	1	1450	2	1	14	1527	14	1527
14.492	1	1	1450	3	1	14	1527	14	1527
14.493	1	1	1450	4	1	14	1527	14	1527
14.506	1	1	1451	7	1	14	1527	14	1527
14.507	1	1	1451	8	1	14	1527	14	1527
14.508	1	1	1451	9	1	14	1527	14	1527
14.521	1	1	1453	2	1	14	1527	14	1527
14.522	1	1	1453	3	1	14	1527	14	1527
14.523	1	1	1453	4	1	14	1527	14	1527
14.536	1	1	1454	7	1	14	1527	14	1527
14.537	1	1	1454	8	1	14	1527	14	1527
14.538	1	1	1454	9	1	14	1527	14	1527
14.551	1	1	1456	2	1	14	1527	14	1527
14.552	1	1	1456	3	1	14	1527	14	1527
14.553	1	1	1456	4	1	14	1527	14	1527
14.566	1	1	1457	7	1	14	1527	14	1527
14.567	1	1	1457	8	1	14	1527	14	1527
14.568	1	1	1457	9	1	14	1527	14	1527
14.569	1	1	1457	10	1	14	1527	14	1527
14.576	1	1	1458	7	1	0	0	14	1527
14.581	1	1	1459	2	1	14	1527	14	1527
14.582	1	1	1459	3	1	14	1527	14	1527
14.583	1	1	1459	4	1	14	1527	14	1527
14.584	1	1	1459	5	1	14	1527	14	1527
14.591	1	1	1460	2	1	0	0	14	1527
14.596	1	1	1460	7	1	14	1527	14	1527
14.597	1	1	1460	8	1	14	1527	14	1527
14.598	1	1	1460	9	1	14	1527	14	1527
14.599	1	1	1460	10	1	14	1527	14	1527
14.606	1	1	1461	7	1	0	0	14	1527
14.611	1	1	1462	2	1	14	1527	14	1527
14.612	1	1	1462	3	1	14	1527	14	1527
14.613	1	1	1462	4	1	14	1527	14	1527
14.614	1	1	1462	5	1	14	1527	14	1527
14.621	1	1	1463	2	1	0	0	14	1527
14.626	1	1	1463	7	1	14	1527	14	1527
14.627	1	1	1463	8	1	14	1527	14	1527
14.628	1	1	1463	9	1	14	1527	14	1527
14.629	1	1	1463	10	1	14	1527	14	1527
14.636	1	1	1464	7	1	0	0	14	1527
14.641	1	1	1465	2	1	14	1527	14	1527
14.642	1	1	1465	3	1	14	1527	14	1527
14.643	1	1	1465	4	1	14	1527	14	1527
14.644	1	1	1465	5	1	14	1527	14	1527
14.651	1	1	1466	2	1	0	0	14	1527
14.656	1	1	1466	7	1	14	1527	14	1527
14.657	1	1	1466	8	1	14	1527	14	1527
14.671	1	1	1468	2	1	14	1527	14	1527
14.672	1	1	1468	3	1	14	1527	14	1527
14.686	1	1	1469	7	1	14	1527	14	1527
14.687	1	1	1469	8	1	14	1527	14	1527
14.701	1	1	1471	2	1	14	1527	14	1527
14.702	1	1	1471	3	1	14	1527	14	1527
14.716	1	1	1472	7	1	14	1527	14	1527
14.717	1	1	1472	8	1	14	1527	14	1527
14.731	1	1	1474	2	1	14	1527	14	1527
14.732	1	1	1474	3	1	14	1527	14	1527
14.746	1	1	1475	7	1	14	1527	14	1527
14.747	1	1	1475	8	1	14	1527	14	1527
14.748	1	1	1475	9	1	14	1527	14	1527
14.755	1	1	1476	6	1	0	0	14	1527
14.761	1	1	1477	2	1	14	1527	14	1527
14.762	1	1	1477	3	1	14	1527	14	1527
14.776	1	1	1478	7	1	14	1527	14	1527
14.777	1	1	1478	8	1	14	1527	14	1527
14.778	1	1	1478	9	1	14	1527	14	1527
14.785	1	1	1479	6	1	0	0	14	1527
14.791	1	1	1480	2	1	14	1527	14	1527
14.792	1	1	1480	3	1	14	1527	14	1527
14.793	1	1	1480	4	1	14	1527	14	1527
14.8	1	1	1481	1	1	0	0	14	1527
14.806	1	1	1481	7	1	14	1527	14	1527
14.807	1	1	1481	8	1	14	1527	14	1527
14.808	1	1	1481	9	1	14	1527	14	1527
14.821	1	1	1483	2	1	14	1527	14	1527
14.822	1	1	1483	3	1	14	1527	14	1527
14.823	1	1	1483	4	1	14	1527	14	1527
14.83	1	1	1484	1	1	0	0	14	1527
14.836	1	1	1484	7	1	14	1527	14	1527
14.837	1	1	1484	8	1	14	1527	14	1527
14.838	1	1	1484	9	1	14	1527	14	1527
14.851	1	1	1486	2	1	14	1527	14	1527
14.852	1	1	1486	3	1	14	1527	14	1527
14.853	1	1	1486	4	1	14	1527	14	1527
14.866	1	1	1487	7	1	14	1527	14	1527
14.867	1	1	1487	8	1	14	1527	14	1527
14.868	1	1	1487	9	1	14	1527	14	1527
14.881	1	1	1489	2	1	14	1527	14	1527
14.882	1	1	1489	3	1	14	1527	14	1527
14.883	1	1	1489	4	1	14	1527	14	1527
14.896	1	1	1490	7	1	14	1527	14	1527
14.897	1	1	1490	8	1	14	1527	14	1527
14.898	1	1	1490	9	1	14	1527	14	1527
14.911	1	1	1492	2	1	14	1527	14	1527
14.912	1	1	1492	3	1	14	1527	14	1527
14.913	1	1	1492	4	1	14	1527	14	1527
14.926	1	1	1493	7	1	14	1527	14	1527
14.927	1	1	1493	8	1	14	1527	14	1527
14.928	1	1	1493	9	1	14	1527	14	1527
14.929	1	1	1493	10	1	14	1527	14	1527
14.936	1	1	1494	7	1	0	0	14	1527
14.941	1	1	1495	2	1	14	1527	14	1527
14.942	1	1	1495	3	1	14	1527	14	1527
14.943	1	1	1495	4	1	14	1527	14	1527
14.944	1	1	1495	5	1	14	1527	14	1527
14.951	1	1	1496	2	1	0	0	14	1527
14.956	1	1	1496	7	1	14	1527	14	1527
14.957	1	1	1496	8	1	14	1527	14	1527
14.958	1	1	1496	9	1	14	1527	14	1527
14.959	1	1	1496	10	1	14	1527	14	1527
14.966	1	1	1497	7	1	0	0	14	1527
14.971	1	1	1498	2	1	14	1527	14	1527
14.972	1	1	1498	3	1	14	1527	14	1527
14.973	1	1	1498	4	1	14	1527	14	1527
14.974	1	1	1498	5	1	14	1527	14	1527
14.981	1	1	1499	2	1	0	0	14	1527
14.986	1	1	1499	7	1	14	1527	14	1527
14.987	1	1	1499	8	1	14	1527	14	1527
14.988	1	1	1499	9	1	14	1527	14	1527
14.989	1	1	1499	10	1	14	1527	14	1527
14.996	1	1	1500	7	1	0	0	14	1527
15.001	1	1	1501	2	1	14	1527	14	1527
15.002	1	1	1501	3	1	14	1527	14	1527
15.003	1	1	1501	4	1	14	1527	14	1527
15.004	1	1	1501	5	1	14	1527	14	1527
15.011	1	1	1502	2	1	0	0	14	1527
15.016	1	1	1502	7	1	14	1527	14	1527
15.017	1	1	1502	8	1	14	1527	14	1527
15.031	1	1	1504	2	1	14	1527	14	1527
15.032	1	1	1504	3	1	14	1527	14	1527
15.046	1	1	1505	7	1	14	1527	14	1527
15.047	1	1	1505	8	1	14	1527	14	1527
15.061	1	1	1507	2	1	14	1527	14	1527
15.062	1	1	1507	3	1	14	1527	14	1527
15.076	1	1	1508	7	1	14	1527	14	1527
15.077	1	1	1508	8	1	14	1527	14	1527
15.091	1	1	1510	2	1	14	1527	14	1527
15.092	1	1	1510	3	1	14	1527	14	1527
15.106	1	1	1511	7	1	14	1527	14	1527
15.107	1	1	1511	8	1	14	1527	14	1527
15.108	1	1	1511	9	1	14	1527	14	1527
15.115	1	1	1512	6	1	0	0	14	1527
15.121	1	1	1513	2	1	14	1527	14	1527
15.122	1	1	1513	3	1	14	1527	14	1527
15.136	1	1	1514	7	1	14	1527	14	1527
15.137	1	1	1514	8	1	14	1527	14	1527
15.138	1	1	1514	9	1	14	1527	14	1527
15.145	1	1	1515	6	1	0	0	14	1527
15.151	1	1	1516	2	1	14	1527	14	1527
15.152	1	1	1516	3	1	14	1527	14	1527
15.153	1	1	1516	4	1	14	1527	14	1527
15.16	1	1	1517	1	1	0	0	14	1527
15.166	1	1	1517	7	1	14	1527	14	1527
15.167	1	1	1517	8	1	14	1527	14	1527
15.168	1	1	1517	9	1	14	1527	14	1527
15.181	1	1	1519	2	1	14	1527	14	1527
15.182	1	1	1519	3	1	14	1527	14	1527
15.183	1	1	1519	4	1	14	1527	14	1527
15.19	1	1	1520	1	1	0	0	14	1527
15.196	1	1	1520	7	1	14	1527	14	1527
15.197	1	1	1520	8	1	14	1527	14	1527
15.198	1	1	1520	9	1	14	1527	14	1527
15.211	1	1	1522	2	1	14	1527	14	1527
15.212	1	1	1522	3	1	14	1527	14	1527
15.213	1	1	1522	4	1	14	1527	14	1527
15.226	1	1	1523	7	1	14	1527	14	1527
15.227	1	1	1523	8	1	14	1527	14	1527
15.228	1	1	1523	9	1	14	1527	14	1527
15.241	1	1	1525	2	1	14	1527	14	1527
15.242	1	1	1525	3	1	14	1527	14	1527
15.243	1	1	1525	4	1	14	1527	14	1527
15.256	1	1	1526	7	1	14	1527	14	1527
15.257	1	1	1526	8	1	14	1527	14	1527
15.258	1	1	1526	9	1	14	1527	14	1527
15.271	1	1	1528	2	1	14	1527	14	1527
15.272	1	1	1528	3	1	14	1527	14	1527
15.273	1	1	1528	4	1	14	1527	14	1527
15.286	1	1	1529	7	1	14	1527	14	1527
15.287	1	1	1529	8	1	14	1527	14	1527
15.288	1	1	1529	9	1	14	1527	14	1527
15.289	1	1	1529	10	1	14	1527	14	1527
15.296	1	1	1530	7	1	0	0	14	1527
15.301	1	1	1531	2	1	14	1527	14	1527
15.302	1	1	1531	3	1	14	1527	14	1527
15.303	1	1	1531	4	1	14	1527	14	1527
15.304	1	1	1531	5	1	14	1527	14	1527
15.311	1	1	1532	2	1	0	0	14	1527
15.316	1	1	1532	7	1	14	1527	14	1527
15.317	1	1	1532	8	1	14	1527	14	1527
15.318	1	1	1532	9	1	14	1527	14	1527
15.319	1	1	1532	10	1	14	1527	14	1527
15.326	1	1	1533	7	1	0	0	14	1527
15.331	1	1	1534	2	1	14	1527	14	1527
15.332	1	1	1534	3	1	14	1527	14	1527
15.333	1	1	1534	4	1	14	1527	14	1527
15.334	1	1	1534	5	1	14	1527	14	1527
15.341	1	1	1535	2	1	0	0	14	1527
15.346	1	1	1535	7	1	14	1527	14	1527
15.347	1	1	1535	8	1	14	1527	14	1527
15.348	1	1	1535	9	1	14	1527	14	1527
15.349	1	1	1535	10	1	14	1527	14	1527
15.356	1	1	1536	7	1	0	0	14	1527
15.361	1	1	1537	2	1	14	1527	14	1527
15.362	1	1	1537	3	1	14	1527	14	1527
15.363	1	1	1537	4	1	14	1527	14	1527
15.364	1	1	1537	5	1	14	1527	14	1527
15.371	1	1	1538	2	1	0	0	14	1527
15.376	1	1	1538	7	1	14	1527	14	1527
15.377	1	1	1538	8	1	14	1527	14	1527
15.391	1	1	1540	2	1	14	1527	14	1527
15.392	1	1	1540	3	1	14	1527	14	1527
15.406	1	1	1541	7	1	14	1527	14	1527
15.407	1	1	1541	8	1	14	1527	14	1527
15.421	1	1	1543	2	1	14	1527	14	1527
15.422	1	1	1543	3	1	14	1527	14	1527
15.436	1	1	1544	7	1	14	1527	14	1527
15.437	1	1	1544	8	1	14	1527	14	1527
15.451	1	1	1546	2	1	14	1527	14	1527
15.452	1	1	1546	3	1	14	1527	14	1527
15.466	1	1	1547	7	1	14	1527	14	1527
15.467	1	1	1547	8	1	14	1527	14	1527
15.468	1	1	1547	9	1	14	1527	14	1527
15.475	1	1	1548	6	1	0	0	14	1527
15.481	1	1	1549	2	1	14	1527	14	1527
15.482	1	1	1549	3	1	14	1527	14	1527
15.496	1	1	1550	7	1	14	1527	14	1527
15.497	1	1	1550	8	1	14	1527	14	1527
15.498	1	1	1550	9	1	14	1527	14	1527
15.505	1	1	1551	6	1	0	0	14	1527
15.511	1	1	1552	2	1	14	1527	14	1527
15.512	1	1	1552	3	1	14	1527	14	1527
15.513	1	1	1552	4	1	14	1527	14	1527
15.52	1	1	1553	1	1	0	0	14	1527
15.526	1	1	1553	7	1	14	1527	14	1527
15.527	1	1	1553	8	1	14	1527	14	1527
15.528	1	1	1553	9	1	14	1527	14	1527
15.541	1	1	1555	2	1	14	1527	14	1527
15.542	1	1	1555	3	1	14	1527	14	1527
15.543	1	1	1555	4	1	14	1527	14	1527
15.55	1	1	1556	1	1	0	0	14	1527
15.556	1	1	1556	7	1	14	1527	14	1527
15.557	1	1	1556	8	1	14	1527	14	1527
15.558	1	1	1556	9	1	14	1527	14	1527
15.571	1	1	1558	2	1	14	1527	14	1527
15.572	1	1	1558	3	1	14	1527	14	1527
15.573	1	1	1558	4	1	14	1527	14	1527
15.586	1	1	1559	7	1	14	1527	14	1527
15.587	1	1	1559	8	1	14	1527	14	1527
15.588	1	1	1559	9	1	14	1527	14	1527
15.601	1	1	1561	2	1	14	1527	14	1527
15.602	1	1	1561	3	1	14	1527	14	1527
15.603	1	1	1561	4	1	14	1527	14	1527
15.616	1	1	1562	7	1	14	1527	14	1527
15.617	1	1	1562	8	1	14	1527	14	1527
15.618	1	1	1562	9	1	14	1527	14	1527
15.631	1	1	1564	2	1	14	1527	14	1527
15.632	1	1	1564	3	1	14	1527	14	1527
15.633	1	1	1564	4	1	14	1527	14	1527
15.646	1	1	1565	7	1	14	1527	14	1527
15.647	1	1	1565	8	1	14	1527	14	1527
15.648	1	1	1565	9	1	14	1527	14	1527
15.649	1	1	1565	10	1	14	1527	14	1527
15.656	1	1	1566	7	1	0	0	14	1527
15.661	1	1	1567	2	1	14	1527	14	1527
15.662	1	1	1567	3	1	14	1527	14	1527
15.663	1	1	1567	4	1	14	1527	14	1527
15.664	1	1	1567	5	1	14	1527	14	1527
15.671	1	1	1568	2	1	0	0	14	1527
15.676	1	1	1568	7	1	14	1527	14	1527
15.677	1	1	1568	8	1	14	1527	14	1527
15.678	1	1	1568	9	1	14	1527	14	1527
15.679	1	1	1568	10	1	14	1527	14	1527
15.686	1	1	1569	7	1	0	0	14	1527
15.691	1	1	1570	2	1	14	1527	14	1527
15.692	1	1	1570	3	1	14	1527	14	1527
15.693	1	1	1570	4	1	14	1527	14	1527
15.694	1	1	1570	5	1	14	1527	14	1527
15.701	1	1	1571	2	1	0	0	14	1527
15.706	1	1	1571	7	1	14	1527	14	1527
15.707	1	1	1571	8	1	14	1527	14	1527
15.708	1	1	1571	9	1	14	1527	14	1527
15.709	1	1	1571	10	1	14	1527	14	1527
15.716	1	1	1572	7	1	0	0	14	1527
15.721	1	1	1573	2	1	14	1527	14	1527
15.722	1	1	1573	3	1	14	1527	14	1527
15.723	1	1	1573	4	1	14	1527	14	1527
15.724	1	1	1573	5	1	14	1527	14	1527
15.731	1	1	1574	2	1	0	0	14	1527
15.736	1	1	1574	7	1	14	1527	14	1527
15.737	1	1	1574	8	1	14	1527	14	1527
15.751	1	1	1576	2	1	14	1527	14	1527
15.752	1	1	1576	3	1	14	1527	14	1527
15.766	1	1	1577	7	1	14	1527	14	1527
15.767	1	1	1577	8	1	14	1527	14	1527
15.781	1	1	1579	2	1	14	1527	14	1527
15.782	1	1	1579	3	1	14	1527	14	1527
15.796	1	1	1580	7	1	14	1527	14	1527
15.797	1	1	1580	8	1	14	1527	14	1527
15.811	1	1	1582	2	1	14	1527	14	1527
15.812	1	1	1582	3	1	14	1527	14	1527
15.826	1	1	1583	7	1	14	1527	14	1527
15.827	1	1	1583	8	1	14	1527	14	1527
15.828	1	1	1583	9	1	14	1527	14	1527
15.835	1	1	1584	6	1	0	0	14	1527
15.841	1	1	1585	2	1	14	1527	14	1527
15.842	1	1	1585	3	1	14	1527	14	1527
15.856	1	1	1586	7	1	14	1527	14	1527
15.857	1	1	1586	8	1	14	1527	14	1527
15.858	1	1	1586	9	1	14	1527	14	1527
15.865	1	1	1587	6	1	0	0	14	1527
15.871	1	1	1588	2	1	14	1527	14	1527
15.872	1	1	1588	3	1	14	1527	14	1527
15.873	1	1	1588	4	1	14	1527	14	1527
15.88	1	1	1589	1	1	0	0	14	1527
15.886	1	1	1589	7	1	14	1527	14	1527
15.887	1	1	1589	8	1	14	1527	14	1527
15.888	1	1	1589	9	1	14	1527	14	1527
15.901	1	1	1591	2	1	14	1527	14	1527
15.902	1	1	1591	3	1	14	1527	14	1527
15.903	1	1	1591	4	1	14	1527	14	1527
15.91	1	1	1592	1	1	0	0	14	1527
15.916	1	1	1592	7	1	14	1527	14	1527
15.917	1	1	1592	8	1	14	1527	14	1527
15.918	1	1	1592	9	1	14	1527	14	1527
15.931	1	1	1594	2	1	14	1527	14	1527
15.932	1	1	1594	3	1	14	1527	14	1527
15.933	1	1	1594	4	1	14	1527	14	1527
15.946	1	1	1595	7	1	14	1527	14	1527
15.947	1	1	1595	8	1	14	1527	14	1527
15.948	1	1	1595	9	1	14	1527	14	1527
15.961	1	1	1597	2	1	14	1527	14	1527
15.962	1	1	1597	3	1	14	1527	14	1527
15.963	1	1	1597	4	1	14	1527	14	1527
15.976	1	1	1598	7	1	14	1527	14	1527
15.977	1	1	1598	8	1	14	1527	14	1527
15.978	1	1	1598	9	1	14	1527	14	1527
15.991	1	1	1600	2	1	14	1527	14	1527
15.992	1	1	1600	3	1	14	1527	14	1527
15.993	1	1	1600	4	1	14	1527	14	1527
16.006	1	1	1601	7	1	14	1527	14	1527
16.007	1	1	1601	8	1	14	1527	14	1527
16.008	1	1	1601	9	1	14	1527	14	1527
16.009	1	1	1601	10	1	14	1527	14	1527
16.016	1	1	1602	7	1	0	0	14	1527
16.021	1	1	1603	2	1	14	1527	14	1527
16.022	1	1	1603	3	1	14	1527	14	1527
16.023	1	1	1603	4	1	14	1527	14	1527
16.024	1	1	1603	5	1	14	1527	14	1527
16.031	1	1	1604	2	1	0	0	14	1527
16.036	1	1	1604	7	1	14	1527	14	1527
16.037	1	1	1604	8	1	14	1527	14	1527
16.038	1	1	1604	9	1	14	1527	14	1527
16.039	1	1	1604	10	1	14	1527	14	1527
16.046	1	1	1605	7	1	0	0	14	1527
16.051	1	1	1606	2	1	14	1527	14	1527
16.052	1	1	1606	3	1	14	1527	14	1527
16.053	1	1	1606	4	1	14	1527	14	1527
16.054	1	1	1606	5	1	14	1527	14	1527
16.061	1	1	1607	2	1	0	0	14	1527
16.066	1	1	1607	7	1	14	1527	14	1527
16.067	1	1	1607	8	1	14	1527	14	1527
16.068	1	1	1607	9	1	14	1527	14	1527
16.069	1	1	1607	10	1	14	1527	14	1527
16.076	1	1	1608	7	1	0	0	14	1527
16.081	1	1	1609	2	1	14	1527	14	1527
16.082	1	1	1609	3	1	14	1527	14	1527
16.083	1	1	1609	4	1	14	1527	14	1527
16.084	1	1	1609	5	1	14	1527	14	1527
16.091	1	1	1610	2	1	0	0	14	1527
16.096	1	1	1610	7	1	14	1527	14	1527
16.097	1	1	1610	8	1	14	1527	14	1527
16.111	1	1	1612	2	1	14	1527	14	1527
16.112	1	1	1612	3	1	14	1527	14	1527
16.126	1	1	1613	7	1	14	1527	14	1527
16.127	1	1	1613	8	1	14	1527	14	1527
16.141	1	1	1615	2	1	14	1527	14	1527
16.142	1	1	1615	3	1	14	1527	14	1527
16.156	1	1	1616	7	1	14	1527	14	1527
16.157	1	1	1616	8	1	14	1527	14	1527
16.171	1	1	1618	2	1	14	1527	14	1527
16.172	1	1	1618	3	1	14	1527	14	1527
16.186	1	1	1619	7	1	14	1527	14	1527
16.187	1	1	1619	8	1	14	1527	14	1527
16.188	1	1	1619	9	1	14	1527	14	1527
16.195	1	1	1620	6	1	0	0	14	1527
16.201	1	1	1621	2	1	14	1527	14	1527
16.202	1	1	1621	3	1	14	1527	14	1527
16.216	1	1	1622	7	1	14	1527	14	1527
16.217	1	1	1622	8	1	14	1527	14	1527
16.218	1	1	1622	9	1	14	1527	14	1527
16.225	1	1	1623	6	1	0	0	14	1527
16.231	1	1	1624	2	1	14	1527	14	1527
16.232	1	1	1624	3	1	14	1527	14	1527
16.233	1	1	1624	4	1	14	1527	14	1527
16.24	1	1	1625	1	1	0	0	14	1527
16.246	1	1	1625	7	1	14	1527	14	1527
16.247	1	1	1625	8	1	14	1527	14	1527
16.248	1	1	1625	9	1	14	1527	14	1527
16.261	1	1	1627	2	1	14	1527	14	1527
16.262	1	1	1627	3	1	14	1527	14	1527
16.263	1	1	1627	4	1	14	1527	14	1527
16.27	1	1	1628	1	1	0	0	14	1527
16.276	1	1	1628	7	1	14	1527	14	1527
16.277	1	1	1628	8	1	14	1527	14	1527
16.278	1	1	1628	9	1	14	1527	14	1527
16.291	1	1	1630	2	1	14	1527	14	1527
16.292	1	1	1630	3	1	14	1527	14	1527
16.293	1	1	1630	4	1	14	1527	14	1527
16.306	1	1	1631	7	1	14	1527	14	1527
16.307	1	1	1631	8	1	14	1527	14	1527
16.308	1	1	1631	9	1	14	1527	14	1527
16.321	1	1	1633	2	1	14	1527	14	1527
16.322	1	1	1633	3	1	14	1527	14	1527
16.323	1	1	1633	4	1	14	1527	14	1527
16.336	1	1	1634	7	1	14	1527	14	1527
16.337	1	1	1634	8	1	14	1527	14	1527
16.338	1	1	1634	9	1	14	1527	14	1527
16.351	1	1	1636	2	1	14	1527	14	1527
16.352	1	1	1636	3	1	14	1527	14	1527
16.353	1	1	1636	4	1	14	1527	14	1527
16.366	1	1	1637	7	1	14	1527	14	1527
16.367	1	1	1637	8	1	14	1527	14	1527
16.368	1	1	1637	9	1	14	1527	14	1527
16.369	1	1	1637	10	1	14	1527	14	1527
16.376	1	1	1638	7	1	0	0	14	1527
16.381	1	1	1639	2	1	14	1527	14	1527
16.382	1	1	1639	3	1	14	1527	14	1527
16.383	1	1	1639	4	1	14	1527	14	1527
16.384	1	1	1639	5	1	14	1527	14	1527
16.391	1	1	1640	2	1	0	0	14	1527
16.396	1	1	1640	7	1	14	1527	14	1527
16.397	1	1	1640	8	1	14	1527	14	1527
16.398	1	1	1640	9	1	14	1527	14	1527
16.399	1	1	1640	10	1	14	1527	14	1527
16.406	1	1	1641	7	1	0	0	14	1527
16.411	1	1	1642	2	1	14	1527	14	1527
16.412	1	1	1642	3	1	14	1527	14	1527
16.413	1	1	1642	4	1	14	1527	14	1527
16.414	1	1	1642	5	1	14	1527	14	1527
16.421	1	1	1643	2	1	0	0	14	1527
16.426	1	1	1643	7	1	14	1527	14	1527
16.427	1	1	1643	8	1	14	1527	14	1527
16.428	1	1	1643	9	1	14	1527	14	1527
16.429	1	1	1643	10	1	14	1527	14	1527
16.436	1	1	1644	7	1	0	0	14	1527
16.441	1	1	1645	2	1	14	1527	14	1527
16.442	1	1	1645	3	1	14	1527	14	1527
16.443	1	1	1645	4	1	14	1527	14	1527
16.444	1	1	1645	5	1	14	1527	14	1527
16.451	1	1	1646	2	1	0	0	14	1527
16.456	1	1	1646	7	1	14	1527	14	1527
16.457	1	1	1646	8	1	14	1527	14	1527
16.471	1	1	1648	2	1	14	1527	14	1527
16.472	1	1	1648	3	1	14	1527	14	1527
16.486	1	1	1649	7	1	14	1527	14	1527
16.487	1	1	1649	8	1	14	1527	14	1527
16.501	1	1	1651	2	1	14	1527	14	1527
16.502	1	1	1651	3	1	14	1527	14	1527
16.516	1	1	1652	7	1	14	1527	14	1527
16.517	1	1	1652	8	1	14	1527	14	1527
16.531	1	1	1654	2	1	14	1527	14	1527
16.532	1	1	1654	3	1	14	1527	14	1527
16.546	1	1	1655	7	1	14	1527	14	1527
16.547	1	1	1655	8	1	14	1527	14	1527
16.548	1	1	1655	9	1	14	1527	14	1527
16.555	1	1	1656	6	1	0	0	14	1527
16.561	1	1	1657	2	1	14	1527	14	1527
16.562	1	1	1657	3	1	14	1527	14	1527
16.576	1	1	1658	7	1	14	1527	14	1527
16.577	1	1	1658	8	1	14	1527	14	1527
16.578	1	1	1658	9	1	14	1527	14	1527
16.585	1	1	1659	6	1	0	0	14	1527
16.591	1	1	1660	2	1	14	1527	14	1527
16.592	1	1	1660	3	1	14	1527	14	1527
16.593	1	1	1660	4	1	14	1527	14	1527
16.6	1	1	1661	1	1	0	0	14	1527
16.606	1	1	1661	7	1	14	1527	14	1527
16.607	1	1	1661	8	1	14	1527	14	1527
16.608	1	1	1661	9	1	14	1527	14	1527
16.621	1	1	1663	2	1	14	1527	14	1527
16.622	1	1	1663	3	1	14	1527	14	1527
16.623	1	1	1663	4	1	14	1527	14	1527
16.63	1	1	1664	1	1	0	0	14	1527
16.636	1	1	1664	7	1	14	1527	14	1527
16.637	1	1	1664	8	1	14	1527	14	1527
16.638	1	1	1664	9	1	14	1527	14	1527
16.651	1	1	1666	2	1	14	1527	14	1527
16.652	1	1	1666	3	1	14	1527	14	1527
16.653	1	1	1666	4	1	14	1527	14	1527
16.666	1	1	1667	7	1	14	1527	14	1527
16.667	1	1	1667	8	1	14	1527	14	1527
16.668	1	1	1667	9	1	14	1527	14	1527
16.681	1	1	1669	2	1	14	1527	14	1527
16.682	1	1	1669	3	1	14	1527	14	1527
16.683	1	1	1669	4	1	14	1527	14	1527
16.696	1	1	1670	7	1	14	1527	14	1527
16.697	1	1	1670	8	1	14	1527	14	1527
16.698	1	1	1670	9	1	14	1527	14	1527
16.711	1	1	1672	2	1	14	1527	14	1527
16.712	1	1	1672	3	1	14	1527	14	1527
16.713	1	1	1672	4	1	14	1527	14	1527
