% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2
26.508	1	1	2651	9	1	14	1527	14	1527
26.509	1	1	2651	10	1	14	1527	14	1527
26.516	1	1	2652	7	1	0	0	14	1527
26.521	1	1	2653	2	1	14	1527	14	1527
26.522	1	1	2653	3	1	14	1527	14	1527
26.523	1	1	2653	4	1	14	1527	14	1527
26.524	1	1	2653	5	1	14	1527	14	1527
26.531	1	1	2654	2	1	0	0	14	1527
26.536	1	1	2654	7	1	14	1527	14	1527
26.537	1	1	2654	8	1	14	1527	14	1527
26.551	1	1	2656	2	1	14	1527	14	1527
26.552	1	1	2656	3	1	14	1527	14	1527
26.566	1	1	2657	7	1	14	1527	14	1527
26.567	1	1	2657	8	1	14	1527	14	1527
26.581	1	1	2659	2	1	14	1527	14	1527
26.582	1	1	2659	3	1	14	1527	14	1527
26.596	1	1	2660	7	1	14	1527	14	1527
26.597	1	1	2660	8	1	14	1527	14	1527
26.611	1	1	2662	2	1	14	1527	14	1527
26.612	1	1	2662	3	1	14	1527	14	1527
26.626	1	1	2663	7	1	14	1527	14	1527
26.627	1	1	2663	8	1	14	1527	14	1527
26.628	1	1	2663	9	1	14	1527	14	1527
26.635	1	1	2664	6	1	0	0	14	1527
26.641	1	1	2665	2	1	14	1527	14	1527
26.642	1	1	2665	3	1	14	1527	14	1527
26.656	1	1	2666	7	1	14	1527	14	1527
26.657	1	1	2666	8	1	14	1527	14	1527
26.658	1	1	2666	9	1	14	1527	14	1527
26.665	1	1	2667	6	1	0	0	14	1527
26.671	1	1	2668	2	1	14	1527	14	1527
26.672	1	1	2668	3	1	14	1527	14	1527
26.673	1	1	2668	4	1	14	1527	14	1527
26.68	1	1	2669	1	1	0	0	14	1527
26.686	1	1	2669	7	1	14	1527	14	1527
26.687	1	1	2669	8	1	14	1527	14	1527
26.688	1	1	2669	9	1	14	1527	14	1527
26.701	1	1	2671	2	1	14	1527	14	1527
26.702	1	1	2671	3	1	14	1527	14	1527
26.703	1	1	2671	4	1	14	1527	14	1527
26.71	1	1	2672	1	1	0	0	14	1527
26.716	1	1	2672	7	1	14	1527	14	1527
26.717	1	1	2672	8	1	14	1527	14	1527
26.718	1	1	2672	9	1	14	1527	14	1527
26.731	1	1	2674	2	1	14	1527	14	1527
26.732	1	1	2674	3	1	14	1527	14	1527
26.733	1	1	2674	4	1	14	1527	14	1527
26.746	1	1	2675	7	1	14	1527	14	1527
26.747	1	1	2675	8	1	14	1527	14	1527
26.748	1	1	2675	9	1	14	1527	14	1527
26.761	1	1	2677	2	1	14	1527	14	1527
26.762	1	1	2677	3	1	14	1527	14	1527
26.763	1	1	2677	4	1	14	1527	14	1527
26.776	1	1	2678	7	1	14	1527	14	1527
26.777	1	1	2678	8	1	14	1527	14	1527
26.778	1	1	2678	9	1	14	1527	14	1527
26.791	1	1	2680	2	1	14	1527	14	1527
26.792	1	1	2680	3	1	14	1527	14	1527
26.793	1	1	2680	4	1	14	1527	14	1527
26.806	1	1	2681	7	1	14	1527	14	1527
26.807	1	1	2681	8	1	14	1527	14	1527
26.808	1	1	2681	9	1	14	1527	14	1527
26.809	1	1	2681	10	1	14	1527	14	1527
26.816	1	1	2682	7	1	0	0	14	1527
26.821	1	1	2683	2	1	14	1527	14	1527
26.822	1	1	2683	3	1	14	1527	14	1527
26.823	1	1	2683	4	1	14	1527	14	1527
26.824	1	1	2683	5	1	14	1527	14	1527
26.831	1	1	2684	2	1	0	0	14	1527
26.836	1	1	2684	7	1	14	1527	14	1527
26.837	1	1	2684	8	1	14	1527	14	1527
26.838	1	1	2684	9	1	14	1527	14	1527
26.839	1	1	2684	10	1	14	1527	14	1527
26.846	1	1	2685	7	1	0	0	14	1527
26.851	1	1	2686	2	1	14	1527	14	1527
26.852	1	1	2686	3	1	14	1527	14	1527
26.853	1	1	2686	4	1	14	1527	14	1527
26.854	1	1	2686	5	1	14	1527	14	1527
26.861	1	1	2687	2	1	0	0	14	1527
26.866	1	1	2687	7	1	14	1527	14	1527
26.867	1	1	2687	8	1	14	1527	14	1527
26.868	1	1	2687	9	1	14	1527	14	1527
26.869	1	1	2687	10	1	14	1527	14	1527
26.876	1	1	2688	7	1	0	0	14	1527
26.881	1	1	2689	2	1	14	1527	14	1527
26.882	1	1	2689	3	1	14	1527	14	1527
26.883	1	1	2689	4	1	14	1527	14	1527
26.884	1	1	2689	5	1	14	1527	14	1527
26.891	1	1	2690	2	1	0	0	14	1527
26.896	1	1	2690	7	1	14	1527	14	1527
26.897	1	1	2690	8	1	14	1527	14	1527
26.911	1	1	2692	2	1	14	1527	14	1527
26.912	1	1	2692	3	1	14	1527	14	1527
26.926	1	1	2693	7	1	14	1527	14	1527
26.927	1	1	2693	8	1	14	1527	14	1527
26.941	1	1	2695	2	1	14	1527	14	1527
26.942	1	1	2695	3	1	14	1527	14	1527
26.956	1	1	2696	7	1	14	1527	14	1527
26.957	1	1	2696	8	1	14	1527	14	1527
26.971	1	1	2698	2	1	14	1527	14	1527
26.972	1	1	2698	3	1	14	1527	14	1527
26.986	1	1	2699	7	1	14	1527	14	1527
26.987	1	1	2699	8	1	14	1527	14	1527
26.988	1	1	2699	9	1	14	1527	14	1527
26.995	1	1	2700	6	1	0	0	14	1527
27.001	1	1	2701	2	1	14	1527	14	1527
27.002	1	1	2701	3	1	14	1527	14	1527
27.016	1	1	2702	7	1	14	1527	14	1527
27.017	1	1	2702	8	1	14	1527	14	1527
27.018	1	1	2702	9	1	14	1527	14	1527
27.025	1	1	2703	6	1	0	0	14	1527
27.031	1	1	2704	2	1	14	1527	14	1527
27.032	1	1	2704	3	1	14	1527	14	1527
27.033	1	1	2704	4	1	14	1527	14	1527
27.04	1	1	2705	1	1	0	0	14	1527
27.046	1	1	2705	7	1	14	1527	14	1527
27.047	1	1	2705	8	1	14	1527	14	1527
27.048	1	1	2705	9	1	14	1527	14	1527
27.061	1	1	2707	2	1	14	1527	14	1527
27.062	1	1	2707	3	1	14	1527	14	1527
27.063	1	1	2707	4	1	14	1527	14	1527
27.07	1	1	2708	1	1	0	0	14	1527
27.076	1	1	2708	7	1	14	1527	14	1527
27.077	1	1	2708	8	1	14	1527	14	1527
27.078	1	1	2708	9	1	14	1527	14	1527
27.091	1	1	2710	2	1	14	1527	14	1527
27.092	1	1	2710	3	1	14	1527	14	1527
27.093	1	1	2710	4	1	14	1527	14	1527
27.106	1	1	2711	7	1	14	1527	14	1527
27.107	1	1	2711	8	1	14	1527	14	1527
27.108	1	1	2711	9	1	14	1527	14	1527
27.121	1	1	2713	2	1	14	1527	14	1527
27.122	1	1	2713	3	1	14	1527	14	1527
27.123	1	1	2713	4	1	14	1527	14	1527
27.136	1	1	2714	7	1	14	1527	14	1527
27.137	1	1	2714	8	1	14	1527	14	1527
27.138	1	1	2714	9	1	14	1527	14	1527
27.151	1	1	2716	2	1	14	1527	14	1527
27.152	1	1	2716	3	1	14	1527	14	1527
27.153	1	1	2716	4	1	14	1527	14	1527
27.166	1	1	2717	7	1	14	1527	14	1527
27.167	1	1	2717	8	1	14	1527	14	1527
27.168	1	1	2717	9	1	14	1527	14	1527
27.169	1	1	2717	10	1	14	1527	14	1527
27.176	1	1	2718	7	1	0	0	14	1527
27.181	1	1	2719	2	1	14	1527	14	1527
27.182	1	1	2719	3	1	14	1527	14	1527
27.183	1	1	2719	4	1	14	1527	14	1527
27.184	1	1	2719	5	1	14	1527	14	1527
27.191	1	1	2720	2	1	0	0	14	1527
27.196	1	1	2720	7	1	14	1527	14	1527
27.197	1	1	2720	8	1	14	1527	14	1527
27.198	1	1	2720	9	1	14	1527	14	1527
27.199	1	1	2720	10	1	14	1527	14	1527
27.206	1	1	2721	7	1	0	0	14	1527
27.211	1	1	2722	2	1	14	1527	14	1527
27.212	1	1	2722	3	1	14	1527	14	1527
27.213	1	1	2722	4	1	14	1527	14	1527
27.214	1	1	2722	5	1	14	1527	14	1527
27.221	1	1	2723	2	1	0	0	14	1527
27.226	1	1	2723	7	1	14	1527	14	1527
27.227	1	1	2723	8	1	14	1527	14	1527
27.228	1	1	2723	9	1	14	1527	14	1527
27.229	1	1	2723	10	1	14	1527	14	1527
27.236	1	1	2724	7	1	0	0	14	1527
27.241	1	1	2725	2	1	14	1527	14	1527
27.242	1	1	2725	3	1	14	1527	14	1527
27.243	1	1	2725	4	1	14	1527	14	1527
27.244	1	1	2725	5	1	14	1527	14	1527
27.251	1	1	2726	2	1	0	0	14	1527
27.256	1	1	2726	7	1	14	1527	14	1527
27.257	1	1	2726	8	1	14	1527	14	1527
27.271	1	1	2728	2	1	14	1527	14	1527
27.272	1	1	2728	3	1	14	1527	14	1527
27.286	1	1	2729	7	1	14	1527	14	1527
27.287	1	1	2729	8	1	14	1527	14	1527
27.301	1	1	2731	2	1	14	1527	14	1527
27.302	1	1	2731	3	1	14	1527	14	1527
27.316	1	1	2732	7	1	14	1527	14	1527
27.317	1	1	2732	8	1	14	1527	14	1527
27.331	1	1	2734	2	1	14	1527	14	1527
27.332	1	1	2734	3	1	14	1527	14	1527
27.346	1	1	2735	7	1	14	1527	14	1527
27.347	1	1	2735	8	1	14	1527	14	1527
27.348	1	1	2735	9	1	14	1527	14	1527
27.355	1	1	2736	6	1	0	0	14	1527
27.361	1	1	2737	2	1	14	1527	14	1527
27.362	1	1	2737	3	1	14	1527	14	1527
27.376	1	1	2738	7	1	14	1527	14	1527
27.377	1	1	2738	8	1	14	1527	14	1527
27.378	1	1	2738	9	1	14	1527	14	1527
27.385	1	1	2739	6	1	0	0	14	1527
27.391	1	1	2740	2	1	14	1527	14	1527
27.392	1	1	2740	3	1	14	1527	14	1527
27.393	1	1	2740	4	1	14	1527	14	1527
27.4	1	1	2741	1	1	0	0	14	1527
27.406	1	1	2741	7	1	14	1527	14	1527
27.407	1	1	2741	8	1	14	1527	14	1527
27.408	1	1	2741	9	1	14	1527	14	1527
27.421	1	1	2743	2	1	14	1527	14	1527
27.422	1	1	2743	3	1	14	1527	14	1527
27.423	1	1	2743	4	1	14	1527	14	1527
27.43	1	1	2744	1	1	0	0	14	1527
27.436	1	1	2744	7	1	14	1527	14	1527
27.437	1	1	2744	8	1	14	1527	14	1527
27.438	1	1	2744	9	1	14	1527	14	1527
27.451	1	1	2746	2	1	14	1527	14	1527
27.452	1	1	2746	3	1	14	1527	14	1527
27.453	1	1	2746	4	1	14	1527	14	1527
27.466	1	1	2747	7	1	14	1527	14	1527
27.467	1	1	2747	8	1	14	1527	14	1527
27.468	1	1	2747	9	1	14	1527	14	1527
27.481	1	1	2749	2	1	14	1527	14	1527
27.482	1	1	2749	3	1	14	1527	14	1527
27.483	1	1	2749	4	1	14	1527	14	1527
27.496	1	1	2750	7	1	14	1527	14	1527
27.497	1	1	2750	8	1	14	1527	14	1527
27.498	1	1	2750	9	1	14	1527	14	1527
27.511	1	1	2752	2	1	14	1527	14	1527
27.512	1	1	2752	3	1	14	1527	14	1527
27.513	1	1	2752	4	1	14	1527	14	1527
27.526	1	1	2753	7	1	14	1527	14	1527
27.527	1	1	2753	8	1	14	1527	14	1527
27.528	1	1	2753	9	1	14	1527	14	1527
27.529	1	1	2753	10	1	14	1527	14	1527
27.536	1	1	2754	7	1	0	0	14	1527
27.541	1	1	2755	2	1	14	1527	14	1527
27.542	1	1	2755	3	1	14	1527	14	1527
27.543	1	1	2755	4	1	14	1527	14	1527
27.544	1	1	2755	5	1	14	1527	14	1527
27.551	1	1	2756	2	1	0	0	14	1527
27.556	1	1	2756	7	1	14	1527	14	1527
27.557	1	1	2756	8	1	14	1527	14	1527
27.558	1	1	2756	9	1	14	1527	14	1527
27.559	1	1	2756	10	1	14	1527	14	1527
27.566	1	1	2757	7	1	0	0	14	1527
27.571	1	1	2758	2	1	14	1527	14	1527
27.572	1	1	2758	3	1	14	1527	14	1527
27.573	1	1	2758	4	1	14	1527	14	1527
27.574	1	1	2758	5	1	14	1527	14	1527
27.581	1	1	2759	2	1	0	0	14	1527
27.586	1	1	2759	7	1	14	1527	14	1527
27.587	1	1	2759	8	1	14	1527	14	1527
27.588	1	1	2759	9	1	14	1527	14	1527
27.589	1	1	2759	10	1	14	1527	14	1527
27.596	1	1	2760	7	1	0	0	14	1527
27.601	1	1	2761	2	1	14	1527	14	1527
27.602	1	1	2761	3	1	14	1527	14	1527
27.603	1	1	2761	4	1	14	1527	14	1527
27.604	1	1	2761	5	1	14	1527	14	1527
27.611	1	1	2762	2	1	0	0	14	1527
27.616	1	1	2762	7	1	14	1527	14	1527
27.617	1	1	2762	8	1	14	1527	14	1527
27.631	1	1	2764	2	1	14	1527	14	1527
27.632	1	1	2764	3	1	14	1527	14	1527
27.646	1	1	2765	7	1	14	1527	14	1527
27.647	1	1	2765	8	1	14	1527	14	1527
27.661	1	1	2767	2	1	14	1527	14	1527
27.662	1	1	2767	3	1	14	1527	14	1527
27.676	1	1	2768	7	1	14	1527	14	1527
27.677	1	1	2768	8	1	14	1527	14	1527
27.691	1	1	2770	2	1	14	1527	14	1527
27.692	1	1	2770	3	1	14	1527	14	1527
27.706	1	1	2771	7	1	14	1527	14	1527
27.707	1	1	2771	8	1	14	1527	14	1527
27.708	1	1	2771	9	1	14	1527	14	1527
27.715	1	1	2772	6	1	0	0	14	1527
27.721	1	1	2773	2	1	14	1527	14	1527
27.722	1	1	2773	3	1	14	1527	14	1527
27.736	1	1	2774	7	1	14	1527	14	1527
27.737	1	1	2774	8	1	14	1527	14	1527
27.738	1	1	2774	9	1	14	1527	14	1527
27.745	1	1	2775	6	1	0	0	14	1527
27.751	1	1	2776	2	1	14	1527	14	1527
27.752	1	1	2776	3	1	14	1527	14	1527
27.753	1	1	2776	4	1	14	1527	14	1527
27.76	1	1	2777	1	1	0	0	14	1527
27.766	1	1	2777	7	1	14	1527	14	1527
27.767	1	1	2777	8	1	14	1527	14	1527
27.768	1	1	2777	9	1	14	1527	14	1527
27.781	1	1	2779	2	1	14	1527	14	1527
27.782	1	1	2779	3	1	14	1527	14	1527
27.783	1	1	2779	4	1	14	1527	14	1527
27.79	1	1	2780	1	1	0	0	14	1527
27.796	1	1	2780	7	1	14	1527	14	1527
27.797	1	1	2780	8	1	14	1527	14	1527
27.798	1	1	2780	9	1	14	1527	14	1527
27.811	1	1	2782	2	1	14	1527	14	1527
27.812	1	1	2782	3	1	14	1527	14	1527
27.813	1	1	2782	4	1	14	1527	14	1527
27.826	1	1	2783	7	1	14	1527	14	1527
27.827	1	1	2783	8	1	14	1527	14	1527
27.828	1	1	2783	9	1	14	1527	14	1527
27.841	1	1	2785	2	1	14	1527	14	1527
27.842	1	1	2785	3	1	14	1527	14	1527
27.843	1	1	2785	4	1	14	1527	14	1527
27.856	1	1	2786	7	1	14	1527	14	1527
27.857	1	1	2786	8	1	14	1527	14	1527
27.858	1	1	2786	9	1	14	1527	14	1527
27.871	1	1	2788	2	1	14	1527	14	1527
27.872	1	1	2788	3	1	14	1527	14	1527
27.873	1	1	2788	4	1	14	1527	14	1527
27.886	1	1	2789	7	1	14	1527	14	1527
27.887	1	1	2789	8	1	14	1527	14	1527
27.888	1	1	2789	9	1	14	1527	14	1527
27.889	1	1	2789	10	1	14	1527	14	1527
27.896	1	1	2790	7	1	0	0	14	1527
27.901	1	1	2791	2	1	14	1527	14	1527
27.902	1	1	2791	3	1	14	1527	14	1527
27.903	1	1	2791	4	1	14	1527	14	1527
27.904	1	1	2791	5	1	14	1527	14	1527
27.911	1	1	2792	2	1	0	0	14	1527
27.916	1	1	2792	7	1	14	1527	14	1527
27.917	1	1	2792	8	1	14	1527	14	1527
27.918	1	1	2792	9	1	14	1527	14	1527
27.919	1	1	2792	10	1	14	1527	14	1527
27.926	1	1	2793	7	1	0	0	14	1527
27.931	1	1	2794	2	1	14	1527	14	1527
27.932	1	1	2794	3	1	14	1527	14	1527
27.933	1	1	2794	4	1	14	1527	14	1527
27.934	1	1	2794	5	1	14	1527	14	1527
27.941	1	1	2795	2	1	0	0	14	1527
27.946	1	1	2795	7	1	14	1527	14	1527
27.947	1	1	2795	8	1	14	1527	14	1527
27.948	1	1	2795	9	1	14	1527	14	1527
27.949	1	1	2795	10	1	14	1527	14	1527
27.956	1	1	2796	7	1	0	0	14	1527
27.961	1	1	2797	2	1	14	1527	14	1527
27.962	1	1	2797	3	1	14	1527	14	1527
27.963	1	1	2797	4	1	14	1527	14	1527
27.964	1	1	2797	5	1	14	1527	14	1527
27.971	1	1	2798	2	1	0	0	14	1527
27.976	1	1	2798	7	1	14	1527	14	1527
27.977	1	1	2798	8	1	14	1527	14	1527
27.991	1	1	2800	2	1	14	1527	14	1527
27.992	1	1	2800	3	1	14	1527	14	1527
28.006	1	1	2801	7	1	14	1527	14	1527
28.007	1	1	2801	8	1	14	1527	14	1527
28.021	1	1	2803	2	1	14	1527	14	1527
28.022	1	1	2803	3	1	14	1527	14	1527
28.036	1	1	2804	7	1	14	1527	14	1527
28.037	1	1	2804	8	1	14	1527	14	1527
28.051	1	1	2806	2	1	14	1527	14	1527
28.052	1	1	2806	3	1	14	1527	14	1527
28.066	1	1	2807	7	1	14	1527	14	1527
28.067	1	1	2807	8	1	14	1527	14	1527
28.068	1	1	2807	9	1	14	1527	14	1527
28.075	1	1	2808	6	1	0	0	14	1527
28.081	1	1	2809	2	1	14	1527	14	1527
28.082	1	1	2809	3	1	14	1527	14	1527
28.096	1	1	2810	7	1	14	1527	14	1527
28.097	1	1	2810	8	1	14	1527	14	1527
28.098	1	1	2810	9	1	14	1527	14	1527
28.105	1	1	2811	6	1	0	0	14	1527
28.111	1	1	2812	2	1	14	1527	14	1527
28.112	1	1	2812	3	1	14	1527	14	1527
28.113	1	1	2812	4	1	14	1527	14	1527
28.12	1	1	2813	1	1	0	0	14	1527
28.126	1	1	2813	7	1	14	1527	14	1527
28.127	1	1	2813	8	1	14	1527	14	1527
28.128	1	1	2813	9	1	14	1527	14	1527
28.141	1	1	2815	2	1	14	1527	14	1527
28.142	1	1	2815	3	1	14	1527	14	1527
28.143	1	1	2815	4	1	14	1527	14	1527
28.15	1	1	2816	1	1	0	0	14	1527
28.156	1	1	2816	7	1	14	1527	14	1527
28.157	1	1	2816	8	1	14	1527	14	1527
28.158	1	1	2816	9	1	14	1527	14	1527
28.171	1	1	2818	2	1	14	1527	14	1527
28.172	1	1	2818	3	1	14	1527	14	1527
28.173	1	1	2818	4	1	14	1527	14	1527
28.186	1	1	2819	7	1	14	1527	14	1527
28.187	1	1	2819	8	1	14	1527	14	1527
28.188	1	1	2819	9	1	14	1527	14	1527
28.201	1	1	2821	2	1	14	1527	14	1527
28.202	1	1	2821	3	1	14	1527	14	1527
28.203	1	1	2821	4	1	14	1527	14	1527
28.216	1	1	2822	7	1	14	1527	14	1527
28.217	1	1	2822	8	1	14	1527	14	1527
28.218	1	1	2822	9	1	14	1527	14	1527
28.231	1	1	2824	2	1	14	1527	14	1527
28.232	1	1	2824	3	1	14	1527	14	1527
28.233	1	1	2824	4	1	14	1527	14	1527
28.246	1	1	2825	7	1	14	1527	14	1527
28.247	1	1	2825	8	1	14	1527	14	1527
28.248	1	1	2825	9	1	14	1527	14	1527
28.249	1	1	2825	10	1	14	1527	14	1527
28.256	1	1	2826	7	1	0	0	14	1527
28.261	1	1	2827	2	1	14	1527	14	1527
28.262	1	1	2827	3	1	14	1527	14	1527
28.263	1	1	2827	4	1	14	1527	14	1527
28.264	1	1	2827	5	1	14	1527	14	1527
28.271	1	1	2828	2	1	0	0	14	1527
28.276	1	1	2828	7	1	14	1527	14	1527
28.277	1	1	2828	8	1	14	1527	14	1527
28.278	1	1	2828	9	1	14	1527	14	1527
28.279	1	1	2828	10	1	14	1527	14	1527
28.286	1	1	2829	7	1	0	0	14	1527
28.291	1	1	2830	2	1	14	1527	14	1527
28.292	1	1	2830	3	1	14	1527	14	1527
28.293	1	1	2830	4	1	14	1527	14	1527
28.294	1	1	2830	5	1	14	1527	14	1527
28.301	1	1	2831	2	1	0	0	14	1527
28.306	1	1	2831	7	1	14	1527	14	1527
28.307	1	1	2831	8	1	14	1527	14	1527
28.308	1	1	2831	9	1	14	1527	14	1527
28.309	1	1	2831	10	1	14	1527	14	1527
28.316	1	1	2832	7	1	0	0	14	1527
28.321	1	1	2833	2	1	14	1527	14	1527
28.322	1	1	2833	3	1	14	1527	14	1527
28.323	1	1	2833	4	1	14	1527	14	1527
28.324	1	1	2833	5	1	14	1527	14	1527
28.331	1	1	2834	2	1	0	0	14	1527
28.336	1	1	2834	7	1	14	1527	14	1527
28.337	1	1	2834	8	1	14	1527	14	1527
28.351	1	1	2836	2	1	14	1527	14	1527
28.352	1	1	2836	3	1	14	1527	14	1527
28.366	1	1	2837	7	1	14	1527	14	1527
28.367	1	1	2837	8	1	14	1527	14	1527
28.381	1	1	2839	2	1	14	1527	14	1527
28.382	1	1	2839	3	1	14	1527	14	1527
28.396	1	1	2840	7	1	14	1527	14	1527
28.397	1	1	2840	8	1	14	1527	14	1527
28.411	1	1	2842	2	1	14	1527	14	1527
28.412	1	1	2842	3	1	14	1527	14	1527
28.426	1	1	2843	7	1	14	1527	14	1527
28.427	1	1	2843	8	1	14	1527	14	1527
28.428	1	1	2843	9	1	14	1527	14	1527
28.435	1	1	2844	6	1	0	0	14	1527
28.441	1	1	2845	2	1	14	1527	14	1527
28.442	1	1	2845	3	1	14	1527	14	1527
28.456	1	1	2846	7	1	14	1527	14	1527
28.457	1	1	2846	8	1	14	1527	14	1527
28.458	1	1	2846	9	1	14	1527	14	1527
28.465	1	1	2847	6	1	0	0	14	1527
28.471	1	1	2848	2	1	14	1527	14	1527
28.472	1	1	2848	3	1	14	1527	14	1527
28.473	1	1	2848	4	1	14	1527	14	1527
28.48	1	1	2849	1	1	0	0	14	1527
28.486	1	1	2849	7	1	14	1527	14	1527
28.487	1	1	2849	8	1	14	1527	14	1527
28.488	1	1	2849	9	1	14	1527	14	1527
28.501	1	1	2851	2	1	14	1527	14	1527
28.502	1	1	2851	3	1	14	1527	14	1527
28.503	1	1	2851	4	1	14	1527	14	1527
28.51	1	1	2852	1	1	0	0	14	1527
28.516	1	1	2852	7	1	14	1527	14	1527
28.517	1	1	2852	8	1	14	1527	14	1527
28.518	1	1	2852	9	1	14	1527	14	1527
28.531	1	1	2854	2	1	14	1527	14	1527
28.532	1	1	2854	3	1	14	1527	14	1527
28.533	1	1	2854	4	1	14	1527	14	1527
28.546	1	1	2855	7	1	14	1527	14	1527
28.547	1	1	2855	8	1	14	1527	14	1527
28.548	1	1	2855	9	1	14	1527	14	1527
28.561	1	1	2857	2	1	14	1527	14	1527
28.562	1	1	2857	3	1	14	1527	14	1527
28.563	1	1	2857	4	1	14	1527	14	1527
28.576	1	1	2858	7	1	14	1527	14	1527
28.577	1	1	2858	8	1	14	1527	14	1527
28.578	1	1	2858	9	1	14	1527	14	1527
28.591	1	1	2860	2	1	14	1527	14	1527
28.592	1	1	2860	3	1	14	1527	14	1527
28.593	1	1	2860	4	1	14	1527	14	1527
28.606	1	1	2861	7	1	14	1527	14	1527
28.607	1	1	2861	8	1	14	1527	14	1527
28.608	1	1	2861	9	1	14	1527	14	1527
28.609	1	1	2861	10	1	14	1527	14	1527
28.616	1	1	2862	7	1	0	0	14	1527
28.621	1	1	2863	2	1	14	1527	14	1527
28.622	1	1	2863	3	1	14	1527	14	1527
28.623	1	1	2863	4	1	14	1527	14	1527
28.624	1	1	2863	5	1	14	1527	14	1527
28.631	1	1	2864	2	1	0	0	14	1527
28.636	1	1	2864	7	1	14	1527	14	1527
28.637	1	1	2864	8	1	14	1527	14	1527
28.638	1	1	2864	9	1	14	1527	14	1527
28.639	1	1	2864	10	1	14	1527	14	1527
28.646	1	1	2865	7	1	0	0	14	1527
28.651	1	1	2866	2	1	14	1527	14	1527
28.652	1	1	2866	3	1	14	1527	14	1527
28.653	1	1	2866	4	1	14	1527	14	1527
28.654	1	1	2866	5	1	14	1527	14	1527
28.661	1	1	2867	2	1	0	0	14	1527
28.666	1	1	2867	7	1	14	1527	14	1527
28.667	1	1	2867	8	1	14	1527	14	1527
28.668	1	1	2867	9	1	14	1527	14	1527
28.669	1	1	2867	10	1	14	1527	14	1527
28.676	1	1	2868	7	1	0	0	14	1527
28.681	1	1	2869	2	1	14	1527	14	1527
28.682	1	1	2869	3	1	14	1527	14	1527
28.683	1	1	2869	4	1	14	1527	14	1527
28.684	1	1	2869	5	1	14	1527	14	1527
28.691	1	1	2870	2	1	0	0	14	1527
28.696	1	1	2870	7	1	14	1527	14	1527
28.697	1	1	2870	8	1	14	1527	14	1527
28.711	1	1	2872	2	1	14	1527	14	1527
28.712	1	1	2872	3	1	14	1527	14	1527
28.726	1	1	2873	7	1	14	1527	14	1527
28.727	1	1	2873	8	1	14	1527	14	1527
28.741	1	1	2875	2	1	14	1527	14	1527
28.742	1	1	2875	3	1	14	1527	14	1527
28.756	1	1	2876	7	1	14	1527	14	1527
28.757	1	1	2876	8	1	14	1527	14	1527
28.771	1	1	2878	2	1	14	1527	14	1527
28.772	1	1	2878	3	1	14	1527	14	1527
28.786	1	1	2879	7	1	14	1527	14	1527
28.787	1	1	2879	8	1	14	1527	14	1527
28.788	1	1	2879	9	1	14	1527	14	1527
28.795	1	1	2880	6	1	0	0	14	1527
28.801	1	1	2881	2	1	14	1527	14	1527
28.802	1	1	2881	3	1	14	1527	14	1527
28.816	1	1	2882	7	1	14	1527	14	1527
28.817	1	1	2882	8	1	14	1527	14	1527
28.818	1	1	2882	9	1	14	1527	14	1527
28.825	1	1	2883	6	1	0	0	14	1527
28.831	1	1	2884	2	1	14	1527	14	1527
28.832	1	1	2884	3	1	14	1527	14	1527
28.833	1	1	2884	4	1	14	1527	14	1527
28.84	1	1	2885	1	1	0	0	14	1527
28.846	1	1	2885	7	1	14	1527	14	1527
28.847	1	1	2885	8	1	14	1527	14	1527
28.848	1	1	2885	9	1	14	1527	14	1527
28.861	1	1	2887	2	1	14	1527	14	1527
28.862	1	1	2887	3	1	14	1527	14	1527
28.863	1	1	2887	4	1	14	1527	14	1527
28.87	1	1	2888	1	1	0	0	14	1527
28.876	1	1	2888	7	1	14	1527	14	1527
28.877	1	1	2888	8	1	14	1527	14	1527
28.878	1	1	2888	9	1	14	1527	14	1527
28.891	1	1	2890	2	1	14	1527	14	1527
28.892	1	1	2890	3	1	14	1527	14	1527
28.893	1	1	2890	4	1	14	1527	14	1527
28.906	1	1	2891	7	1	14	1527	14	1527
28.907	1	1	2891	8	1	14	1527	14	1527
28.908	1	1	2891	9	1	14	1527	14	1527
28.921	1	1	2893	2	1	14	1527	14	1527
28.922	1	1	2893	3	1	14	1527	14	1527
28.923	1	1	2893	4	1	14	1527	14	1527
28.936	1	1	2894	7	1	14	1527	14	1527
28.937	1	1	2894	8	1	14	1527	14	1527
28.938	1	1	2894	9	1	14	1527	14	1527
28.951	1	1	2896	2	1	14	1527	14	1527
28.952	1	1	2896	3	1	14	1527	14	1527
28.953	1	1	2896	4	1	14	1527	14	1527
28.966	1	1	2897	7	1	14	1527	14	1527
28.967	1	1	2897	8	1	14	1527	14	1527
28.968	1	1	2897	9	1	14	1527	14	1527
28.969	1	1	2897	10	1	14	1527	14	1527
28.976	1	1	2898	7	1	0	0	14	1527
28.981	1	1	2899	2	1	14	1527	14	1527
28.982	1	1	2899	3	1	14	1527	14	1527
28.983	1	1	2899	4	1	14	1527	14	1527
28.984	1	1	2899	5	1	14	1527	14	1527
28.991	1	1	2900	2	1	0	0	14	1527
28.996	1	1	2900	7	1	14	1527	14	1527
28.997	1	1	2900	8	1	14	1527	14	1527
28.998	1	1	2900	9	1	14	1527	14	1527
28.999	1	1	2900	10	1	14	1527	14	1527
29.006	1	1	2901	7	1	0	0	14	1527
